brand,price,old,brake,drivetrain,material
메리다 ,1100000,2015,림 브레이크,SHIMANO ULTEGRA,카본
메리다 ,500000,2015,림 브레이크,SHIMANO SORA,알루미늄
엘파마 ,600000,2019,림 브레이크,SHIMANO CLARIS,알루미늄
스페셜라이즈드 ,1500000,2015,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,1900000,2018,림 브레이크,SHIMANO ULTEGRA,카본
서벨로 ,5000000,2019,림 브레이크,SHIMANO ULTEGRA,카본
큐브 ,3600000,2017,림 브레이크,SHIMANO DURA-ACE,카본
큐브 ,6800000,2018,디스크 브레이크,SHIMANO DURA-ACE,카본
룩 ,3200000,2017,림 브레이크,SHIMANO ULTEGRA,카본
펠트 ,5000000,2019,림 브레이크,SHIMANO DURA-ACE,카본
서벨로 ,5400000,2018,림 브레이크,SHIMANO ULTEGRA,카본
팩터 ,4900000,2017,림 브레이크,SHIMANO DURA-ACE,카본
라피에르 ,4200000,2019,림 브레이크,SRAM RED,카본
팔리 ,6800000,2018,디스크 브레이크,SRAM RED eTAP,카본
큐브 ,1400000,2017,림 브레이크,SHIMANO ULTEGRA,카본
메리다 ,1000000,2018,림 브레이크,SHIMANO 105,알루미늄
자이언트 ,5000000,2021,림 브레이크,SHIMANO DURA-ACE,카본
트렉 ,750000,2020,림 브레이크,SHIMANO SORA,알루미늄
서벨로 ,4700000,2018,림 브레이크,SHIMANO ULTEGRA,카본
엘파마 ,700000,2015,림 브레이크,SHIMANO 105,카본
씨포 ,2800000,2020,림 브레이크,SHIMANO 105,카본
콜나고 ,6100000,2019,림 브레이크,기타,카본
펠트 ,1900000,2017,림 브레이크,SHIMANO ULTEGRA,카본
비엠씨 ,6900000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
룩 ,7100000,2017,림 브레이크,SHIMANO ULTEGRA,카본
메리다 ,3700000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
트리곤 ,1300000,2016,림 브레이크,SHIMANO 105,카본
자이언트 ,2300000,2018,림 브레이크,SHIMANO ULTEGRA,카본
윌리어 ,2500000,2018,림 브레이크,SHIMANO ULTEGRA,카본
메리다 ,650000,2020,림 브레이크,SHIMANO CLARIS,알루미늄
자이언트 ,4300000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
트렉 ,3100000,2020,디스크 브레이크,SHIMANO 105,카본
메리다 ,1300000,2018,디스크 브레이크,SHIMANO 105,카본
자이언트 ,3300000,2019,림 브레이크,SHIMANO 105,카본
자이언트 ,1800000,2019,디스크 브레이크,SHIMANO 105,카본
인피자 ,2500000,2018,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,5900000,2018,림 브레이크,SHIMANO ULTEGRA,카본
팔리 ,5000000,2014,림 브레이크,SHIMANO DURA-ACE,카본
스페셜라이즈드 ,1200000,2018,림 브레이크,SHIMANO 105,알루미늄
엘파마 ,900000,2016,림 브레이크,SHIMANO 105,카본
라이트웨이트 ,8200000,2016,림 브레이크,SRAM RED eTAP,카본
자이언트 ,3800000,2020,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,9800000,2020,디스크 브레이크,SHIMANO DURA-ACE,카본
라피에르 ,4600000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
트렉 ,2200000,2017,림 브레이크,SHIMANO ULTEGRA,카본
엘파마 ,1500000,2015,림 브레이크,SHIMANO 105,카본
트렉 ,1600000,2018,림 브레이크,SHIMANO 105,카본
트렉 ,1900000,2016,림 브레이크,SHIMANO ULTEGRA,카본
콜나고 ,3200000,2019,디스크 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,4700000,2016,림 브레이크,SHIMANO DURA-ACE,카본
GT ,600000,2016,림 브레이크,SHIMANO 105,알루미늄
서벨로 ,3900000,2018,림 브레이크,SHIMANO ULTEGRA,카본
콜나고 ,4500000,2015,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,3900000,2017,림 브레이크,SHIMANO DURA-ACE,카본
메리다 ,9000000,2021,디스크 브레이크,SHIMANO DURA-ACE,카본
스페셜라이즈드 ,3400000,2017,디스크 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,6000000,2020,디스크 브레이크,SHIMANO ULTEGRA,알루미늄
케이에이치에스 ,1800000,2018,림 브레이크,SHIMANO ULTEGRA,카본
비앙키 ,1300000,2019,림 브레이크,SHIMANO 105,알루미늄
메리다 ,3500000,2018,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,2300000,2016,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,4900000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
캐논데일 ,1300000,2015,림 브레이크,SHIMANO 105,알루미늄
마지 ,450000,2014,림 브레이크,SHIMANO SORA,알루미늄
트렉 ,3500000,2021,디스크 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,4200000,2019,디스크 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,8400000,2018,림 브레이크,SHIMANO DURA-ACE,카본
피나렐로 ,6200000,2015,림 브레이크,SHIMANO DURA-ACE,카본
피나렐로 ,8300000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
캐논데일 ,3500000,2018,림 브레이크,SHIMANO DURA-ACE,카본
스페셜라이즈드 ,9500000,2020,디스크 브레이크,SHIMANO DURA-ACE,카본
스페셜라이즈드 ,6200000,2019,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,6200000,2019,림 브레이크,SHIMANO DURA-ACE,카본
비엠씨 ,6800000,2018,디스크 브레이크,SHIMANO DURA-ACE,카본
자이언트 ,3750000,2021,림 브레이크,SHIMANO ULTEGRA,카본
스캇 ,3800000,2016,림 브레이크,SHIMANO ULTEGRA,카본
캐논데일 ,2700000,2021,림 브레이크,SHIMANO ULTEGRA,알루미늄
비앙키 ,8100000,2019,림 브레이크,기타,카본
피나렐로 ,5500000,2016,림 브레이크,SHIMANO DURA-ACE,카본
캐논데일 ,2850000,2021,디스크 브레이크,SHIMANO 105,알루미늄
메리다 ,1400000,2016,디스크 브레이크,SHIMANO ULTEGRA,카본
메리다 ,6800000,2020,디스크 브레이크,SRAM Force eTap AXS,카본
자이언트 ,2000000,2016,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,2600000,2016,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,4900000,2016,림 브레이크,SRAM RED eTAP,카본
데어 ,2500000,2018,디스크 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,9500000,2019,디스크 브레이크,SHIMANO DURA-ACE,카본
피나렐로 ,1900000,2017,림 브레이크,SHIMANO 105,카본
룩 ,5300000,2019,디스크 브레이크,SHIMANO ULTEGRA,카본
트렉 ,7000000,2019,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,3900000,2015,림 브레이크,SHIMANO ULTEGRA,카본
스톡 ,2800000,2012,림 브레이크,SHIMANO ULTEGRA,카본
서벨로 ,5100000,2019,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,5400000,2016,림 브레이크,SHIMANO DURA-ACE,카본
스페셜라이즈드 ,4000000,2017,림 브레이크,SHIMANO ULTEGRA,카본
피나렐로 ,7000000,2016,림 브레이크,SRAM RED eTAP,카본
스페셜라이즈드 ,11000000,2020,디스크 브레이크,SHIMANO DURA-ACE,카본
서벨로 ,3900000,2016,림 브레이크,SHIMANO 105,카본
룩 ,2800000,2015,림 브레이크,SHIMANO ULTEGRA,카본
팔리 ,6500000,2018,디스크 브레이크,SRAM RED eTAP,카본
자이언트 ,3500000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
첼로 ,350000,2015,림 브레이크,SHIMANO CLARIS,알루미늄
트렉 ,6000000,2019,림 브레이크,SHIMANO DURA-ACE,카본
스페셜라이즈드 ,5800000,2018,림 브레이크,SHIMANO ULTEGRA,카본
포커스 ,8300000,2021,디스크 브레이크,SRAM Force eTap AXS,카본
비엠씨 ,5000000,2019,림 브레이크,SHIMANO ULTEGRA,카본
스캇 ,2500000,2017,림 브레이크,SHIMANO ULTEGRA,카본
메리다 ,8300000,2021,디스크 브레이크,SHIMANO DURA-ACE,카본
비엠씨 ,9500000,2020,디스크 브레이크,SRAM RED eTap AXS,카본
스페셜라이즈드 ,7300000,2018,림 브레이크,SRAM RED eTAP,카본
트렉 ,9500000,2021,디스크 브레이크,SRAM Force eTap AXS,카본
바쏘 ,7800000,2019,림 브레이크,SHIMANO DURA-ACE,카본
스페셜라이즈드 ,2000000,2020,디스크 브레이크,SHIMANO 105,알루미늄
비앙키 ,8300000,2020,림 브레이크,SHIMANO DURA-ACE,카본
포커스 ,9900000,2021,디스크 브레이크,SRAM RED eTap AXS,카본
트렉 ,6500000,2019,디스크 브레이크,SHIMANO DURA-ACE,카본
트렉 ,3200000,2019,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,1200000,2015,림 브레이크,SHIMANO 105,카본
트렉 ,1600000,2017,림 브레이크,SHIMANO 105,카본
메리다 ,900000,2021,림 브레이크,SHIMANO CLARIS,알루미늄
콜나고 ,3000000,2016,림 브레이크,SHIMANO DURA-ACE,카본
리떼 ,2100000,2013,림 브레이크,SRAM RED,카본
엔진11 ,1200000,2015,림 브레이크,SHIMANO 105,카본
캐니언 ,2600000,2016,림 브레이크,SHIMANO ULTEGRA,카본
캐논데일 ,800000,2017,림 브레이크,기타,알루미늄
메리다 ,1400000,2016,림 브레이크,SHIMANO ULTEGRA,카본
펠트 ,1000000,2016,림 브레이크,SHIMANO 105,카본
바쏘 ,10500000,2020,디스크 브레이크,SHIMANO DURA-ACE,카본
챕터2 ,2800000,2017,림 브레이크,SHIMANO ULTEGRA,카본
비앙키 ,8100000,2020,림 브레이크,SRAM Force eTap AXS,카본
스페셜라이즈드 ,1800000,2016,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,2200000,2017,림 브레이크,SHIMANO 105,카본
비앙키 ,5100000,2017,림 브레이크,SHIMANO DURA-ACE,카본
후지 ,2300000,2014,림 브레이크,SHIMANO DURA-ACE,카본
위아위스 ,2800000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
메리다 ,1200000,2017,림 브레이크,SHIMANO ULTEGRA,카본
비앙키 ,1000000,2020,림 브레이크,SHIMANO 105,알루미늄
엘파마 ,1500000,2018,림 브레이크,SHIMANO 105,카본
비앙키 ,1300000,2016,림 브레이크,SHIMANO 105,알루미늄
리브 ,1100000,2017,디스크 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,1700000,2017,림 브레이크,SHIMANO 105,카본
자이언트 ,1430000,2019,림 브레이크,SHIMANO 105,카본
페스카 ,9500000,2019,림 브레이크,SHIMANO ULTEGRA,카본
리들리 ,4500000,2017,림 브레이크,SRAM RED eTAP,카본
비엠씨 ,9000000,2021,디스크 브레이크,SRAM Force,카본
비엠씨 ,5800000,2020,림 브레이크,SHIMANO ULTEGRA,카본
첼로 ,850000,2018,림 브레이크,SHIMANO ULTEGRA,카본
캐논데일 ,2500000,2020,디스크 브레이크,SHIMANO 105,카본
첼로 ,800000,2015,림 브레이크,SHIMANO 105,카본
팔리 ,5300000,2010,림 브레이크,SHIMANO DURA-ACE,카본
모자익 ,10000000,2019,림 브레이크,SHIMANO DURA-ACE,티타늄
비엠씨 ,900000,2016,림 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,700000,2020,림 브레이크,SHIMANO CLARIS,알루미늄
엘파마 ,500000,2015,림 브레이크,SHIMANO 105,알루미늄
트렉 ,680000,2021,디스크 브레이크,SHIMANO CLARIS,알루미늄
메리다 ,8150000,2021,디스크 브레이크,SHIMANO DURA-ACE,카본
리들리 ,5200000,2019,림 브레이크,SRAM Force eTap AXS,카본
비앙키 ,2300000,2020,림 브레이크,SHIMANO ULTEGRA,알루미늄
피나렐로 ,3000000,2016,림 브레이크,SHIMANO DURA-ACE,카본
비엠씨 ,3800000,2018,림 브레이크,SHIMANO ULTEGRA,카본
트렉 ,3300000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
캐논데일 ,3800000,2017,림 브레이크,SHIMANO DURA-ACE,카본
트렉 ,7500000,2019,림 브레이크,SRAM RED eTAP,카본
비엠씨 ,12000000,2021,디스크 브레이크,SRAM RED eTap AXS,카본
자이언트 ,3000000,2018,림 브레이크,SHIMANO ULTEGRA,카본
리들리 ,4850000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
3T ,6200000,2021,디스크 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,4900000,2020,디스크 브레이크,기타,카본
자이언트 ,4300000,2016,림 브레이크,SHIMANO DURA-ACE,카본
스페셜라이즈드 ,9500000,2021,디스크 브레이크,기타,카본
리브 ,2400000,2019,림 브레이크,SHIMANO ULTEGRA,카본
서벨로 ,6000000,2020,디스크 브레이크,SRAM Force eTap AXS,카본
트리곤 ,1000000,2015,림 브레이크,SHIMANO 105,카본
자이언트 ,2000000,2018,림 브레이크,SHIMANO ULTEGRA,카본
자이언트 ,200000,2012,림 브레이크,SHIMANO CLARIS,알루미늄
캐니언 ,5000000,2020,디스크 브레이크,SHIMANO DURA-ACE,카본
스페셜라이즈드 ,4500000,2013,림 브레이크,SHIMANO DURA-ACE,카본
스톡 ,3000000,2012,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,1400000,2015,림 브레이크,SHIMANO ULTEGRA,카본
룩 ,5500000,2019,디스크 브레이크,SHIMANO ULTEGRA,카본
위아위스 ,6700000,2020,디스크 브레이크,SRAM Force eTap AXS,카본
스페셜라이즈드 ,7000000,2018,림 브레이크,SRAM RED eTAP,카본
캐논데일 ,3900000,2015,림 브레이크,SHIMANO ULTEGRA,카본
캐니언 ,1300000,2010,림 브레이크,SRAM Force,카본
마지 ,450000,2015,림 브레이크,SHIMANO CLARIS,알루미늄
자이언트 ,2100000,2021,림 브레이크,SHIMANO 105,카본
브래드위너 ,7000000,2017,림 브레이크,SHIMANO ULTEGRA,스틸
아르곤18 ,3300000,2019,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,530000,2018,림 브레이크,SHIMANO CLARIS,알루미늄
휠러 ,300000,2018,림 브레이크,SHIMANO CLARIS,알루미늄
캐논데일 ,1500000,2015,림 브레이크,SHIMANO ULTEGRA,카본
아르곤18 ,2900000,2019,림 브레이크,SHIMANO ULTEGRA,카본
비엠씨 ,8300000,2019,디스크 브레이크,SHIMANO DURA-ACE,카본
스페셜라이즈드 ,1300000,2017,림 브레이크,SHIMANO 105,카본
캐니언 ,4800000,2016,림 브레이크,SHIMANO DURA-ACE,카본
트렉 ,9000000,2019,디스크 브레이크,SHIMANO DURA-ACE,카본
스톡 ,3300000,2018,림 브레이크,SRAM Force,카본
첼로 ,520000,2019,림 브레이크,SHIMANO SORA,알루미늄
인디펜던트 패브리케이션 ,8000000,2012,림 브레이크,기타,카본
스페셜라이즈드 ,12000000,2021,디스크 브레이크,SRAM Force eTap AXS,카본
코메트 ,1500000,2020,림 브레이크,SHIMANO 105,카본
비앙키 ,1200000,2021,림 브레이크,SHIMANO 105,알루미늄
트렉 ,10000000,2020,디스크 브레이크,SRAM RED eTap AXS,카본
메리다 ,2700000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
트렉 ,1400000,2018,림 브레이크,SHIMANO 105,카본
콜나고 ,5000000,2015,림 브레이크,SHIMANO ULTEGRA,카본
메리다 ,800000,2017,림 브레이크,기타,알루미늄
스페셜라이즈드 ,1350000,2016,림 브레이크,SHIMANO 105,카본
리들리 ,4500000,2017,림 브레이크,SHIMANO ULTEGRA,카본
바쏘 ,5200000,2017,림 브레이크,SHIMANO DURA-ACE,카본
캐논데일 ,1200000,2016,림 브레이크,SHIMANO 105,알루미늄
캐논데일 ,1200000,2017,림 브레이크,SHIMANO 105,알루미늄
메리다 ,1200000,2019,디스크 브레이크,SHIMANO 105,알루미늄
메리다 ,500000,2016,림 브레이크,SHIMANO SORA,알루미늄
윌리어 ,2300000,2016,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,3800000,2017,림 브레이크,SHIMANO ULTEGRA,카본
메리다 ,600000,2019,림 브레이크,SHIMANO CLARIS,알루미늄
스페셜라이즈드 ,900000,2016,림 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,1000000,2016,림 브레이크,SHIMANO 105,카본
포커스 ,3450000,2020,디스크 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,1100000,2017,림 브레이크,SHIMANO 105,카본
포커스 ,2100000,2015,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,1800000,2018,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,2200000,2016,림 브레이크,SHIMANO ULTEGRA,카본
콜나고 ,7850000,2018,림 브레이크,SHIMANO DURA-ACE,카본
비엠씨 ,8600000,2020,디스크 브레이크,SRAM Force eTap AXS,카본
캐니언 ,4800000,2020,림 브레이크,SHIMANO ULTEGRA,카본
스페셜라이즈드 ,7800000,2019,림 브레이크,SHIMANO DURA-ACE,카본
메리다 ,750000,2016,림 브레이크,SHIMANO 105,알루미늄
스페셜라이즈드 ,2000000,2020,디스크 브레이크,SHIMANO 105,카본
첼로 ,2900000,2016,림 브레이크,SRAM RED,카본
스페셜라이즈드 ,9300000,2020,디스크 브레이크,SHIMANO DURA-ACE,카본
트렉 ,6850000,2017,림 브레이크,SRAM RED eTAP,카본
스페셜라이즈드 ,2800000,2016,림 브레이크,SHIMANO 105,카본
스페셜라이즈드 ,6000000,2016,림 브레이크,SRAM RED eTAP,카본
스페셜라이즈드 ,3000000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
포커스 ,4600000,2016,림 브레이크,SRAM RED,카본
룩 ,7200000,2019,림 브레이크,기타,카본
큐브 ,2880000,2018,림 브레이크,SHIMANO ULTEGRA,카본
룩 ,3680000,2017,림 브레이크,SHIMANO ULTEGRA,카본
큐브 ,1750000,2017,림 브레이크,SHIMANO ULTEGRA,카본
큐브 ,1480000,2017,림 브레이크,SHIMANO 105,카본
치폴리니 ,3000000,2015,림 브레이크,SHIMANO DURA-ACE,카본
룩 ,7000000,2019,림 브레이크,SHIMANO ULTEGRA,카본
메리다 ,3528000,2020,디스크 브레이크,SHIMANO ULTEGRA,카본
칼피 ,1200000,2015,림 브레이크,SHIMANO 105,카본
룩 ,2806000,2017,림 브레이크,SHIMANO ULTEGRA,카본
포커스 ,2524500,2018,림 브레이크,SHIMANO ULTEGRA,카본
메리다 ,814000,2016,림 브레이크,SHIMANO 105,카본
인피자 ,600000,2015,림 브레이크,SHIMANO ULTEGRA,카본
첼로 ,1050000,2018,림 브레이크,SHIMANO ULTEGRA,카본
윌리어 ,850000,2015,림 브레이크,SHIMANO 105,카본
